Dataset,Method,Asset,Weight
us_financials,BL,COF,0.14999999999999988
us_financials,BL,CME,3.096384393610932e-17
us_financials,BL,ICE,0.0
us_financials,BL,CB,6.624365413176676e-17
us_financials,MVO,JPM,0.14999999999999944
us_financials,MVO,BAC,9.902831592939476e-17
us_financials,MVO,GS,0.14999999999999994
us_financials,MVO,MS,0.14999999999999988
us_financials,MVO,WFC,0.12553201588097543
us_financials,MVO,C,0.14999999999999997
us_financials,MVO,AXP,7.453889935837843e-17
us_financials,MVO,BLK,1.0037001611784557e-16
us_financials,MVO,SCHW,0.12446798411902504
us_financials,MVO,PNC,2.7091501784981542e-17
us_financials,MVO,USB,2.5939536976715694e-17
us_financials,MVO,COF,0.14999999999999977
us_financials,MVO,CME,1.5048726154098802e-16
us_financials,MVO,ICE,0.0
us_financials,MVO,CB,2.5634605115704145e-17
us_financials,EW,JPM,0.06666666666666667
us_financials,EW,BAC,0.06666666666666667
us_financials,EW,GS,0.06666666666666667
us_financials,EW,MS,0.06666666666666667
us_financials,EW,WFC,0.06666666666666667
us_financials,EW,C,0.06666666666666667
us_financials,EW,AXP,0.06666666666666667
us_financials,EW,BLK,0.06666666666666667
us_financials,EW,SCHW,0.06666666666666667
us_financials,EW,PNC,0.06666666666666667
us_financials,EW,USB,0.06666666666666667
us_financials,EW,COF,0.06666666666666667
us_financials,EW,CME,0.06666666666666667
us_financials,EW,ICE,0.06666666666666667
us_financials,EW,CB,0.06666666666666667
us_financials,BLM_LLM__gpt_oss_20b,JPM,0.09999999999999969
us_financials,BLM_LLM__gpt_oss_20b,BAC,0.1499999999999999
us_financials,BLM_LLM__gpt_oss_20b,GS,0.14999999999999988
us_financials,BLM_LLM__gpt_oss_20b,MS,0.14999999999999997
us_financials,BLM_LLM__gpt_oss_20b,WFC,8.760353553682876e-17
us_financials,BLM_LLM__gpt_oss_20b,C,7.24247051220317e-17
us_financials,BLM_LLM__gpt_oss_20b,AXP,0.15
us_financials,BLM_LLM__gpt_oss_20b,BLK,1.249000902703301e-16
us_financials,BLM_LLM__gpt_oss_20b,SCHW,0.15
us_financials,BLM_LLM__gpt_oss_20b,PNC,7.068998164605489e-17
us_financials,BLM_LLM__gpt_oss_20b,USB,1.8561541192951836e-16
us_financials,BLM_LLM__gpt_oss_20b,COF,0.15
us_financials,BLM_LLM__gpt_oss_20b,CME,0.0
us_financials,BLM_LLM__gpt_oss_20b,ICE,0.0
us_financials,BLM_LLM__gpt_oss_20b,CB,1.8431436932253575e-16
us_financials,RelViewBL__gpt_oss_20b,JPM,4.0521312775954397e-16
us_financials,RelViewBL__gpt_oss_20b,BAC,0.09999999999999883
us_financials,RelViewBL__gpt_oss_20b,GS,0.15
us_financials,RelViewBL__gpt_oss_20b,MS,0.14999999999999997
us_financials,RelViewBL__gpt_oss_20b,WFC,0.0
us_financials,RelViewBL__gpt_oss_20b,C,0.14999999999999983
us_financials,RelViewBL__gpt_oss_20b,AXP,0.15
us_financials,RelViewBL__gpt_oss_20b,BLK,4.4755308421023025e-17
us_financials,RelViewBL__gpt_oss_20b,SCHW,7.946155025112358e-18
us_financials,RelViewBL__gpt_oss_20b,PNC,5.48172618408671e-16
us_financials,RelViewBL__gpt_oss_20b,USB,0.15
us_financials,RelViewBL__gpt_oss_20b,COF,0.15
us_financials,RelViewBL__gpt_oss_20b,CME,0.0
us_financials,RelViewBL__gpt_oss_20b,ICE,7.912631139692237e-17
us_financials,RelViewBL__gpt_oss_20b,CB,6.889268620002012e-17
cross_asset_etfs,BL,SPY,0.15
cross_asset_etfs,BL,QQQ,0.15
cross_asset_etfs,BL,IWM,0.15
cross_asset_etfs,BL,DIA,0.05097624406300055
cross_asset_etfs,BL,EFA,0.0490237559369999
cross_asset_etfs,BL,EEM,0.14999999999999988
cross_asset_etfs,BL,VNQ,0.0
cross_asset_etfs,BL,TLT,0.0
cross_asset_etfs,BL,IEF,0.0
cross_asset_etfs,BL,HYG,0.0
cross_asset_etfs,BL,LQD,0.0
cross_asset_etfs,BL,GLD,0.0
cross_asset_etfs,BL,SLV,0.1499999999999999
cross_asset_etfs,BL,USO,0.15
cross_asset_etfs,BL,DBC,1.110939752268279e-17
cross_asset_etfs,MVO,SPY,0.14999999999999988
cross_asset_etfs,MVO,QQQ,0.14999999999999986
cross_asset_etfs,MVO,IWM,0.0
cross_asset_etfs,MVO,DIA,0.10000000000000023
cross_asset_etfs,MVO,EFA,0.15
cross_asset_etfs,MVO,EEM,0.14999999999999994
cross_asset_etfs,MVO,VNQ,0.0
cross_asset_etfs,MVO,TLT,8.476498715068555e-17
cross_asset_etfs,MVO,IEF,1.8408388516191957e-17
cross_asset_etfs,MVO,HYG,0.0
cross_asset_etfs,MVO,LQD,5.254461355918135e-17
cross_asset_etfs,MVO,GLD,0.15
cross_asset_etfs,MVO,SLV,0.15
cross_asset_etfs,MVO,USO,5.871774969320177e-17
cross_asset_etfs,MVO,DBC,0.0
cross_asset_etfs,EW,SPY,0.06666666666666667
cross_asset_etfs,EW,QQQ,0.06666666666666667
cross_asset_etfs,EW,IWM,0.06666666666666667
cross_asset_etfs,EW,DIA,0.06666666666666667
cross_asset_etfs,EW,EFA,0.06666666666666667
cross_asset_etfs,EW,EEM,0.06666666666666667
cross_asset_etfs,EW,VNQ,0.06666666666666667
cross_asset_etfs,EW,TLT,0.06666666666666667
cross_asset_etfs,EW,IEF,0.06666666666666667
cross_asset_etfs,EW,HYG,0.06666666666666667
cross_asset_etfs,EW,LQD,0.06666666666666667
cross_asset_etfs,EW,GLD,0.06666666666666667
cross_asset_etfs,EW,SLV,0.06666666666666667
cross_asset_etfs,EW,USO,0.06666666666666667
cross_asset_etfs,EW,DBC,0.06666666666666667
cross_asset_etfs,BLM_LLM__gpt_oss_20b,SPY,0.09999999999999952
cross_asset_etfs,BLM_LLM__gpt_oss_20b,QQQ,0.15
cross_asset_etfs,BLM_LLM__gpt_oss_20b,IWM,0.0
cross_asset_etfs,BLM_LLM__gpt_oss_20b,DIA,1.0842021724855044e-17
cross_asset_etfs,BLM_LLM__gpt_oss_20b,EFA,0.15
cross_asset_etfs,BLM_LLM__gpt_oss_20b,EEM,0.15
cross_asset_etfs,BLM_LLM__gpt_oss_20b,VNQ,0.0
cross_asset_etfs,BLM_LLM__gpt_oss_20b,TLT,4.0245584642661925e-16
cross_asset_etfs,BLM_LLM__gpt_oss_20b,IEF,1.1405806854547507e-16
cross_asset_etfs,BLM_LLM__gpt_oss_20b,HYG,0.0
cross_asset_etfs,BLM_LLM__gpt_oss_20b,LQD,0.0
cross_asset_etfs,BLM_LLM__gpt_oss_20b,GLD,0.14999999999999997
cross_asset_etfs,BLM_LLM__gpt_oss_20b,SLV,0.15
cross_asset_etfs,BLM_LLM__gpt_oss_20b,USO,0.1499999999999999
cross_asset_etfs,BLM_LLM__gpt_oss_20b,DBC,8.153200337090993e-17
cross_asset_etfs,RelViewBL__gpt_oss_20b,SPY,0.15
cross_asset_etfs,RelViewBL__gpt_oss_20b,QQQ,0.15
cross_asset_etfs,RelViewBL__gpt_oss_20b,IWM,0.15
cross_asset_etfs,RelViewBL__gpt_oss_20b,DIA,0.14999999999999997
cross_asset_etfs,RelViewBL__gpt_oss_20b,EFA,0.1499999999999999
cross_asset_etfs,RelViewBL__gpt_oss_20b,EEM,0.15
cross_asset_etfs,RelViewBL__gpt_oss_20b,VNQ,2.463307335887066e-16
cross_asset_etfs,RelViewBL__gpt_oss_20b,TLT,0.0
cross_asset_etfs,RelViewBL__gpt_oss_20b,IEF,0.0
cross_asset_etfs,RelViewBL__gpt_oss_20b,HYG,3.4834349508901167e-17
cross_asset_etfs,RelViewBL__gpt_oss_20b,LQD,0.0
cross_asset_etfs,RelViewBL__gpt_oss_20b,GLD,0.0
cross_asset_etfs,RelViewBL__gpt_oss_20b,SLV,0.1
cross_asset_etfs,RelViewBL__gpt_oss_20b,USO,0.0
cross_asset_etfs,RelViewBL__gpt_oss_20b,DBC,0.0
